ts,userId,sessionId,page,auth,method,status,level,itemInSession,location,userAgent,lastName,firstName,registration,gender,artist,song,length
1540835046000,,1390,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540835059000,,1390,Home,Logged Out,GET,200,paid,1,,,,,,,,,
1540835060000,,1390,Login,Logged Out,PUT,307,paid,2,,,,,,,,,
1540835144000,,1355,Home,Logged Out,GET,200,paid,18,,,,,,,,,
1540835145000,,1355,Login,Logged Out,PUT,307,paid,19,,,,,,,,,
1540836485000,,1295,Home,Logged Out,GET,200,paid,264,,,,,,,,,
1540836486000,,1295,Login,Logged Out,PUT,307,paid,265,,,,,,,,,
1540837264000,,1377,Home,Logged Out,GET,200,paid,97,,,,,,,,,
1540837265000,,1377,Login,Logged Out,PUT,307,paid,98,,,,,,,,,
1540839901000,,1392,Home,Logged Out,GET,200,paid,4,,,,,,,,,
1540839902000,,1392,Login,Logged Out,PUT,307,paid,5,,,,,,,,,
1540840871000,,1150,Home,Logged Out,GET,200,paid,150,,,,,,,,,
1540840872000,,1150,Login,Logged Out,PUT,307,paid,151,,,,,,,,,
1540841200000,,1295,Home,Logged Out,GET,200,paid,289,,,,,,,,,
1540841201000,,1295,Login,Logged Out,PUT,307,paid,290,,,,,,,,,
1540841775000,,151,Error,Guest,GET,404,free,0,,,,,,,,,
1540841817000,,151,Home,Guest,GET,200,free,1,,,,,,,,,
1540841826000,,151,Register,Guest,GET,200,free,2,,,,,,,,,
1540841834000,,151,Help,Guest,GET,200,free,3,,,,,,,,,
1540841838000,,151,Home,Guest,GET,200,free,4,,,,,,,,,
1540841859000,,151,About,Guest,GET,200,free,5,,,,,,,,,
1540841907000,,151,Register,Guest,GET,200,free,6,,,,,,,,,
1540841943000,,151,Home,Guest,GET,200,free,7,,,,,,,,,
1540841999000,,151,Register,Guest,GET,200,free,8,,,,,,,,,
1540842016000,,151,Help,Guest,GET,200,free,9,,,,,,,,,
1540842018000,,151,Home,Guest,GET,200,free,10,,,,,,,,,
1540842037000,,151,Help,Guest,GET,200,free,11,,,,,,,,,
1540842056000,,151,Home,Guest,GET,200,free,12,,,,,,,,,
1540842068000,,151,Help,Guest,GET,200,free,13,,,,,,,,,
1540842119000,,151,Home,Guest,GET,200,free,14,,,,,,,,,
1540842160000,,151,About,Guest,GET,200,free,15,,,,,,,,,
1540842205000,,151,About,Guest,GET,200,free,16,,,,,,,,,
1540842223000,,151,Home,Guest,GET,200,free,17,,,,,,,,,
1540842286000,,151,Help,Guest,GET,200,free,18,,,,,,,,,
1540842286000,,151,Home,Guest,GET,200,free,19,,,,,,,,,
1540842295000,,151,About,Guest,GET,200,free,20,,,,,,,,,
1540842344000,,151,Home,Guest,GET,200,free,21,,,,,,,,,
1540842351000,,151,Help,Guest,GET,200,free,22,,,,,,,,,
1540842379000,,151,Help,Guest,GET,200,free,23,,,,,,,,,
1540842410000,,151,Home,Guest,GET,200,free,24,,,,,,,,,
1540842420000,,151,Register,Guest,GET,200,free,25,,,,,,,,,
1540842432000,,151,Help,Guest,GET,200,free,26,,,,,,,,,
1540842441000,,151,Home,Guest,GET,200,free,27,,,,,,,,,
1540842468000,,151,Help,Guest,GET,200,free,28,,,,,,,,,
1540842469000,,151,Home,Guest,GET,200,free,29,,,,,,,,,
1540842557000,,151,Help,Guest,GET,200,free,30,,,,,,,,,
1540842616000,,151,Help,Guest,GET,200,free,31,,,,,,,,,
1540842616000,,151,Home,Guest,GET,200,free,32,,,,,,,,,
1540842635000,,151,Help,Guest,GET,200,free,33,,,,,,,,,
1540842663000,,151,Home,Guest,GET,200,free,34,,,,,,,,,
1540842675000,,151,About,Guest,GET,200,free,35,,,,,,,,,
1540842679000,,151,Home,Guest,GET,200,free,36,,,,,,,,,
1540842688000,,151,Help,Guest,GET,200,free,37,,,,,,,,,
1540842694000,,151,Home,Guest,GET,200,free,38,,,,,,,,,
1540842701000,,151,Home,Guest,GET,200,free,39,,,,,,,,,
1540842702000,,151,Register,Guest,GET,200,free,40,,,,,,,,,
1540842740000,,151,About,Guest,GET,200,free,41,,,,,,,,,
1540842747000,,151,Help,Guest,GET,200,free,42,,,,,,,,,
1540843662000,,1394,Home,Logged Out,GET,200,paid,55,,,,,,,,,
1540843663000,,1394,Login,Logged Out,PUT,307,paid,56,,,,,,,,,
1540843740000,,1195,Home,Logged Out,GET,200,paid,27,,,,,,,,,
1540843741000,,1195,Login,Logged Out,PUT,307,paid,28,,,,,,,,,
1540843874000,,1107,Home,Logged Out,GET,200,paid,38,,,,,,,,,
1540843945000,,1107,Home,Logged Out,GET,200,paid,39,,,,,,,,,
1540843954000,,1107,About,Logged Out,GET,200,paid,40,,,,,,,,,
1540843955000,,1107,Login,Logged Out,PUT,307,paid,41,,,,,,,,,
1540844175000,,1388,Home,Logged Out,GET,200,free,86,,,,,,,,,
1540844180000,,1388,About,Logged Out,GET,200,free,87,,,,,,,,,
1540844181000,,1388,Login,Logged Out,PUT,307,free,88,,,,,,,,,
1540845127000,,1108,Home,Logged Out,GET,200,paid,5,,,,,,,,,
1540845128000,,1108,Login,Logged Out,PUT,307,paid,6,,,,,,,,,
1540846002000,,1107,Home,Logged Out,GET,200,paid,54,,,,,,,,,
1540846003000,,1107,Login,Logged Out,PUT,307,paid,55,,,,,,,,,
1540846318000,,1388,Home,Logged Out,GET,200,free,101,,,,,,,,,
1540846345000,,1388,About,Logged Out,GET,200,free,102,,,,,,,,,
1540846346000,,1388,Login,Logged Out,PUT,307,free,103,,,,,,,,,
1540846632000,,1107,Home,Logged Out,GET,200,paid,61,,,,,,,,,
1540846633000,,1107,Login,Logged Out,PUT,307,paid,62,,,,,,,,,
1540848206000,,1388,Home,Logged Out,GET,200,free,115,,,,,,,,,
1540848207000,,1388,Login,Logged Out,PUT,307,free,116,,,,,,,,,
1540849282000,,1220,Home,Logged Out,GET,200,paid,404,,,,,,,,,
1540849283000,,1220,Login,Logged Out,PUT,307,paid,405,,,,,,,,,
1540850606000,,1298,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1540850832000,,1266,Home,Logged Out,GET,200,paid,50,,,,,,,,,
1540850833000,,1266,Login,Logged Out,PUT,307,paid,51,,,,,,,,,
1540850897000,,1108,Home,Logged Out,GET,200,paid,42,,,,,,,,,
1540850898000,,1108,Login,Logged Out,PUT,307,paid,43,,,,,,,,,
1540851555000,,1326,Home,Logged Out,GET,200,free,6,,,,,,,,,
1540852311000,,1264,Home,Logged Out,GET,200,paid,124,,,,,,,,,
1540852312000,,1264,Login,Logged Out,PUT,307,paid,125,,,,,,,,,
1540853383000,,1343,Home,Logged Out,GET,200,paid,3,,,,,,,,,
1540853384000,,1343,Login,Logged Out,PUT,307,paid,4,,,,,,,,,
1540853862000,,1107,Home,Logged Out,GET,200,paid,102,,,,,,,,,
1540854020000,,1359,Home,Logged Out,GET,200,paid,119,,,,,,,,,
1540854045000,,1343,Home,Logged Out,GET,200,paid,10,,,,,,,,,
1540854046000,,1343,Login,Logged Out,PUT,307,paid,11,,,,,,,,,
1540854785000,,1394,Home,Logged Out,GET,200,paid,116,,,,,,,,,
1540854786000,,1394,Login,Logged Out,PUT,307,paid,117,,,,,,,,,
1540857754000,,1114,Home,Logged Out,GET,200,paid,22,,,,,,,,,
1540857964000,,1114,Home,Logged Out,GET,200,paid,23,,,,,,,,,
1540858009000,,1365,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1540858067000,,1114,Home,Logged Out,GET,200,paid,24,,,,,,,,,
1540858068000,,1114,Login,Logged Out,PUT,307,paid,25,,,,,,,,,
1540859260000,,1150,Home,Logged Out,GET,200,paid,235,,,,,,,,,
1540859261000,,1150,Login,Logged Out,PUT,307,paid,236,,,,,,,,,
1540863390000,,1343,Home,Logged Out,GET,200,paid,56,,,,,,,,,
1540863391000,,1343,Login,Logged Out,PUT,307,paid,57,,,,,,,,,
1540865070000,,1150,Home,Logged Out,GET,200,paid,270,,,,,,,,,
1540865071000,,1150,Login,Logged Out,PUT,307,paid,271,,,,,,,,,
1540865072000,,1220,Home,Logged Out,GET,200,paid,474,,,,,,,,,
1540865073000,,1220,Login,Logged Out,PUT,307,paid,475,,,,,,,,,
1540866134000,,1367,Home,Logged Out,GET,200,paid,257,,,,,,,,,
1540866135000,,1367,Login,Logged Out,PUT,307,paid,258,,,,,,,,,
1540871844000,,1367,Home,Logged Out,GET,200,paid,285,,,,,,,,,
1540871847000,,1367,Home,Logged Out,GET,200,paid,286,,,,,,,,,
1540871848000,,1367,Login,Logged Out,PUT,307,paid,287,,,,,,,,,
1540873901000,,1220,Home,Logged Out,GET,200,paid,509,,,,,,,,,
1540873948000,,1220,Home,Logged Out,GET,200,paid,510,,,,,,,,,
1540874112000,,1220,Home,Logged Out,GET,200,paid,511,,,,,,,,,
1540874113000,,1220,Login,Logged Out,PUT,307,paid,512,,,,,,,,,
1540875774000,,1367,Home,Logged Out,GET,200,paid,308,,,,,,,,,
1540875775000,,1367,Login,Logged Out,PUT,307,paid,309,,,,,,,,,
1540876187000,,1415,Home,Logged Out,GET,200,free,9,,,,,,,,,
1540876188000,,1415,Login,Logged Out,PUT,307,free,10,,,,,,,,,
1540879435000,,1195,Home,Logged Out,GET,200,paid,200,,,,,,,,,
1540880132000,,1136,Home,Logged Out,GET,200,free,44,,,,,,,,,
1540880133000,,1136,Login,Logged Out,PUT,307,free,45,,,,,,,,,
1540882460000,,1343,Home,Logged Out,GET,200,paid,153,,,,,,,,,
1540882482000,,1343,Home,Logged Out,GET,200,paid,154,,,,,,,,,
1540882483000,,1343,Login,Logged Out,PUT,307,paid,155,,,,,,,,,
1540882719000,,1402,Help,Guest,GET,200,free,0,,,,,,,,,
1540882732000,,1402,Help,Guest,GET,200,free,1,,,,,,,,,
1540882746000,,1402,Register,Guest,GET,200,free,2,,,,,,,,,
1540882747000,,1402,Submit Registration,Guest,PUT,307,free,3,,,,,,,,,
1540886025000,,1406,Home,Logged Out,GET,200,paid,94,,,,,,,,,
1540886026000,,1406,Login,Logged Out,PUT,307,paid,95,,,,,,,,,
1540887318000,,1406,Home,Logged Out,GET,200,paid,105,,,,,,,,,
1540887358000,,1406,Home,Logged Out,GET,200,paid,106,,,,,,,,,
1540893477000,,1343,Home,Logged Out,GET,200,paid,213,,,,,,,,,
1540893480000,,1343,Help,Logged Out,GET,200,paid,214,,,,,,,,,
1540893481000,,1343,Login,Logged Out,PUT,307,paid,215,,,,,,,,,
1540893481000,,1343,Error,Logged Out,GET,404,paid,216,,,,,,,,,
1540893484000,,1343,Home,Logged Out,GET,200,paid,217,,,,,,,,,
1540893485000,,1343,Login,Logged Out,PUT,307,paid,218,,,,,,,,,
1540896123000,,665,Home,Logged Out,GET,200,free,7,,,,,,,,,
1540896129000,,665,About,Logged Out,GET,200,free,8,,,,,,,,,
1540896130000,,665,Login,Logged Out,PUT,307,free,9,,,,,,,,,
1540896537000,,1394,Home,Logged Out,GET,200,paid,314,,,,,,,,,
1540896538000,,1394,Login,Logged Out,PUT,307,paid,315,,,,,,,,,
1540897088000,,1150,Home,Logged Out,GET,200,paid,411,,,,,,,,,
1540897089000,,1150,Login,Logged Out,PUT,307,paid,412,,,,,,,,,
1540897095000,,1394,Home,Logged Out,GET,200,paid,321,,,,,,,,,
1540897096000,,1394,Login,Logged Out,PUT,307,paid,322,,,,,,,,,
1540902898000,,1378,Home,Logged Out,GET,200,paid,65,,,,,,,,,
1540902899000,,1378,Login,Logged Out,PUT,307,paid,66,,,,,,,,,
1540903038000,,1401,Home,Logged Out,GET,200,paid,88,,,,,,,,,
1540903040000,,1401,Home,Logged Out,GET,200,paid,89,,,,,,,,,
1540903041000,,1401,Login,Logged Out,PUT,307,paid,90,,,,,,,,,
1540905174000,,1411,Home,Logged Out,GET,200,free,70,,,,,,,,,
1540905175000,,1411,Login,Logged Out,PUT,307,free,71,,,,,,,,,
1540906662000,,1343,Home,Logged Out,GET,200,paid,277,,,,,,,,,
1540906668000,,1343,Home,Logged Out,GET,200,paid,278,,,,,,,,,
1540906669000,,1343,Login,Logged Out,PUT,307,paid,279,,,,,,,,,
1540908079000,,758,Home,Logged Out,GET,200,paid,62,,,,,,,,,
1540908089000,,758,About,Logged Out,GET,200,paid,63,,,,,,,,,
1540908090000,,758,Login,Logged Out,PUT,307,paid,64,,,,,,,,,
1540909824000,,1403,Home,Logged Out,GET,200,paid,70,,,,,,,,,
1540909826000,,1403,Home,Logged Out,GET,200,paid,71,,,,,,,,,
1540909827000,,1403,Login,Logged Out,PUT,307,paid,72,,,,,,,,,
1540910780000,,1343,Home,Logged Out,GET,200,paid,300,,,,,,,,,
1540910781000,,1343,Login,Logged Out,PUT,307,paid,301,,,,,,,,,
1540911811000,,1015,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1540912142000,,1425,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540912143000,,1425,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1540914085000,,1418,Home,Logged Out,GET,200,paid,104,,,,,,,,,
1540914085000,,1418,Home,Logged Out,GET,200,paid,105,,,,,,,,,
1540914099000,,1418,Help,Logged Out,GET,200,paid,106,,,,,,,,,
1540914100000,,1418,Login,Logged Out,PUT,307,paid,107,,,,,,,,,
1540914155000,,1410,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1540914166000,,1410,About,Logged Out,GET,200,paid,1,,,,,,,,,
1540914167000,,1410,Login,Logged Out,PUT,307,paid,2,,,,,,,,,
1540914624000,,758,Home,Logged Out,GET,200,paid,90,,,,,,,,,
1540914625000,,758,Login,Logged Out,PUT,307,paid,91,,,,,,,,,
1540915719000,,1216,Home,Logged Out,GET,200,paid,14,,,,,,,,,
1540915720000,,1216,Login,Logged Out,PUT,307,paid,15,,,,,,,,,
1540916908000,,1272,Home,Logged Out,GET,200,paid,37,,,,,,,,,
1540916998000,,1272,Home,Logged Out,GET,200,paid,38,,,,,,,,,
1540916999000,,1272,Login,Logged Out,PUT,307,paid,39,,,,,,,,,
1540922180000,,1425,Home,Logged Out,GET,200,paid,41,,,,,,,,,
1540922181000,,1425,Login,Logged Out,PUT,307,paid,42,,,,,,,,,
1540922407000,,1418,Home,Logged Out,GET,200,paid,153,,,,,,,,,
1540922408000,,1418,Login,Logged Out,PUT,307,paid,154,,,,,,,,,
1540922809000,,1434,Home,Logged Out,GET,200,paid,30,,,,,,,,,
1540922810000,,1434,Login,Logged Out,PUT,307,paid,31,,,,,,,,,
1540923794000,,758,Home,Logged Out,GET,200,paid,137,,,,,,,,,
1540923795000,,758,Login,Logged Out,PUT,307,paid,138,,,,,,,,,
1540923905000,,1433,Home,Logged Out,GET,200,paid,36,,,,,,,,,
1540923905000,,1433,Home,Logged Out,GET,200,paid,37,,,,,,,,,
1540925150000,,1249,Home,Logged Out,GET,200,paid,17,,,,,,,,,
1540926944000,,1015,Home,Logged Out,GET,200,paid,82,,,,,,,,,
1540926945000,,1015,Login,Logged Out,PUT,307,paid,83,,,,,,,,,
1540927860000,,1306,Home,Logged Out,GET,200,paid,38,,,,,,,,,
1540927866000,,1306,Home,Logged Out,GET,200,paid,39,,,,,,,,,
1540927867000,,1306,Home,Logged Out,GET,200,paid,40,,,,,,,,,
1540927868000,,1306,Login,Logged Out,PUT,307,paid,41,,,,,,,,,
1540929141000,,1216,Home,Logged Out,GET,200,paid,76,,,,,,,,,
1540929142000,,1216,Login,Logged Out,PUT,307,paid,77,,,,,,,,,
1540929193000,,1117,Home,Logged Out,GET,200,paid,211,,,,,,,,,
1540929194000,,1117,Login,Logged Out,PUT,307,paid,212,,,,,,,,,
1540929204000,,1216,Home,Logged Out,GET,200,paid,80,,,,,,,,,
1540929205000,,1216,Login,Logged Out,PUT,307,paid,81,,,,,,,,,
1540934274000,,1216,Home,Logged Out,GET,200,paid,109,,,,,,,,,
1540934275000,,1216,Login,Logged Out,PUT,307,paid,110,,,,,,,,,
1540935153000,,1368,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1540936202000,,1015,Home,Logged Out,GET,200,paid,131,,,,,,,,,
1540936207000,,1015,Help,Logged Out,GET,200,paid,132,,,,,,,,,
1540936230000,,1368,Home,Logged Out,GET,200,paid,12,,,,,,,,,
1540936231000,,1368,Login,Logged Out,PUT,307,paid,13,,,,,,,,,
1540937840000,,1391,Home,Logged Out,GET,200,free,13,,,,,,,,,
1540937841000,,1391,Login,Logged Out,PUT,307,free,14,,,,,,,,,
1540939862000,,1150,Home,Logged Out,GET,200,paid,617,,,,,,,,,
1540939863000,,1150,Login,Logged Out,PUT,307,paid,618,,,,,,,,,
1540940673000,,1117,Home,Logged Out,GET,200,paid,269,,,,,,,,,
1540940728000,,1117,Home,Logged Out,GET,200,paid,270,,,,,,,,,
1540940729000,,1117,Login,Logged Out,PUT,307,paid,271,,,,,,,,,
1540941075000,,1150,Home,Logged Out,GET,200,paid,627,,,,,,,,,
1540941082000,,1150,Home,Logged Out,GET,200,paid,628,,,,,,,,,
1540941083000,,1150,Login,Logged Out,PUT,307,paid,629,,,,,,,,,
1540946443000,,1378,Home,Logged Out,GET,200,paid,269,,,,,,,,,
1540946444000,,1378,Login,Logged Out,PUT,307,paid,270,,,,,,,,,
1540949993000,,1378,Home,Logged Out,GET,200,paid,291,,,,,,,,,
1540949994000,,1378,Login,Logged Out,PUT,307,paid,292,,,,,,,,,
1540950009000,,1430,Home,Logged Out,GET,200,paid,147,,,,,,,,,
1540950045000,,1430,Home,Logged Out,GET,200,paid,148,,,,,,,,,
1540950076000,,1430,Help,Logged Out,GET,200,paid,149,,,,,,,,,
1540950077000,,1430,Login,Logged Out,PUT,307,paid,150,,,,,,,,,
1540952330000,,1432,Home,Logged Out,GET,200,paid,51,,,,,,,,,
1540952346000,,1432,Help,Logged Out,GET,200,paid,52,,,,,,,,,
1540952371000,,1432,Home,Logged Out,GET,200,paid,53,,,,,,,,,
1540952372000,,1432,Login,Logged Out,PUT,307,paid,54,,,,,,,,,
1540953142000,,1117,Home,Logged Out,GET,200,paid,327,,,,,,,,,
1540953143000,,1117,Login,Logged Out,PUT,307,paid,328,,,,,,,,,
1540953527000,,1306,Home,Logged Out,GET,200,paid,153,,,,,,,,,
1540953528000,,1306,Login,Logged Out,PUT,307,paid,154,,,,,,,,,
1540955187000,,1425,Home,Logged Out,GET,200,paid,191,,,,,,,,,
1540955188000,,1425,Login,Logged Out,PUT,307,paid,192,,,,,,,,,
1540955416000,,1432,Home,Logged Out,GET,200,paid,69,,,,,,,,,
1540955417000,,1432,Login,Logged Out,PUT,307,paid,70,,,,,,,,,
1540958033000,,1425,Home,Logged Out,GET,200,paid,213,,,,,,,,,
1540958034000,,1425,Login,Logged Out,PUT,307,paid,214,,,,,,,,,
1540959859000,,1425,Home,Logged Out,GET,200,paid,224,,,,,,,,,
1540959860000,,1425,Login,Logged Out,PUT,307,paid,225,,,,,,,,,
1540960042000,,1451,Home,Logged Out,GET,200,paid,2,,,,,,,,,
1540960488000,,971,Home,Logged Out,GET,200,free,2,,,,,,,,,
1540960489000,,971,Login,Logged Out,PUT,307,free,3,,,,,,,,,
1540962048000,,62,Login,Logged Out,PUT,307,free,0,,,,,,,,,
1540963786000,,971,Home,Logged Out,GET,200,free,23,,,,,,,,,
1540966365000,,1400,Home,Logged Out,GET,200,paid,10,,,,,,,,,
1540966366000,,1400,Login,Logged Out,PUT,307,paid,11,,,,,,,,,
1540966876000,,1425,Home,Logged Out,GET,200,paid,260,,,,,,,,,
1540966899000,,1425,Help,Logged Out,GET,200,paid,261,,,,,,,,,
1540966915000,,1425,Home,Logged Out,GET,200,paid,262,,,,,,,,,
1540966916000,,1425,Login,Logged Out,PUT,307,paid,263,,,,,,,,,
1540968236000,,1400,Home,Logged Out,GET,200,paid,22,,,,,,,,,
1540968325000,,1400,Home,Logged Out,GET,200,paid,23,,,,,,,,,
1540968326000,,1400,Login,Logged Out,PUT,307,paid,24,,,,,,,,,
1540969381000,,1347,Home,Logged Out,GET,200,paid,153,,,,,,,,,
1540969892000,,1400,Home,Logged Out,GET,200,paid,32,,,,,,,,,
1540970016000,,1022,Home,Logged Out,GET,200,free,65,,,,,,,,,
1540970017000,,1022,Login,Logged Out,PUT,307,free,66,,,,,,,,,
1540970033000,,1400,Help,Logged Out,GET,200,paid,33,,,,,,,,,
1540970059000,,1400,Help,Logged Out,GET,200,paid,34,,,,,,,,,
1540970141000,,1400,Home,Logged Out,GET,200,paid,35,,,,,,,,,
1540970142000,,1400,Login,Logged Out,PUT,307,paid,36,,,,,,,,,
1540970233000,,1022,Home,Logged Out,GET,200,free,69,,,,,,,,,
1540970234000,,1022,Login,Logged Out,PUT,307,free,70,,,,,,,,,
1540975809000,,1425,Home,Logged Out,GET,200,paid,314,,,,,,,,,
1540975810000,,1425,Login,Logged Out,PUT,307,paid,315,,,,,,,,,
1540982561000,,1430,Home,Logged Out,GET,200,paid,295,,,,,,,,,
1540982583000,,1430,Home,Logged Out,GET,200,paid,296,,,,,,,,,
1540982719000,,1430,About,Logged Out,GET,200,paid,297,,,,,,,,,
1540982745000,,1430,Home,Logged Out,GET,200,paid,298,,,,,,,,,
1540982746000,,1430,Login,Logged Out,PUT,307,paid,299,,,,,,,,,
1540983891000,,1386,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1540988265000,,1386,Home,Logged Out,GET,200,paid,25,,,,,,,,,
1540988266000,,1386,Login,Logged Out,PUT,307,paid,26,,,,,,,,,
1540990843000,,1340,Home,Logged Out,GET,200,free,14,,,,,,,,,
1540990844000,,1340,Login,Logged Out,PUT,307,free,15,,,,,,,,,
1540994230000,,1386,Home,Logged Out,GET,200,paid,62,,,,,,,,,
1540994231000,,1386,Login,Logged Out,PUT,307,paid,63,,,,,,,,,
1540995591000,,1459,Home,Logged Out,GET,200,paid,84,,,,,,,,,
1540995592000,,1459,Login,Logged Out,PUT,307,paid,85,,,,,,,,,
1540997068000,,1455,Home,Logged Out,GET,200,paid,16,,,,,,,,,
1540997069000,,1455,Login,Logged Out,PUT,307,paid,17,,,,,,,,,
1540998356000,,1431,Home,Logged Out,GET,200,paid,7,,,,,,,,,
1540998357000,,1431,Login,Logged Out,PUT,307,paid,8,,,,,,,,,
1541004562000,,888,Home,Logged Out,GET,200,free,85,,,,,,,,,
1541004563000,,888,Login,Logged Out,PUT,307,free,86,,,,,,,,,
1541004707000,,1408,Home,Logged Out,GET,200,paid,77,,,,,,,,,
1541004708000,,1408,Login,Logged Out,PUT,307,paid,78,,,,,,,,,
1541007460000,,1340,Home,Logged Out,GET,200,free,99,,,,,,,,,
1541007461000,,1340,Login,Logged Out,PUT,307,free,100,,,,,,,,,
1541007627000,,1449,Home,Logged Out,GET,200,paid,258,,,,,,,,,
1541007652000,,1449,Home,Logged Out,GET,200,paid,259,,,,,,,,,
1541007653000,,1449,Login,Logged Out,PUT,307,paid,260,,,,,,,,,
1541007889000,,1284,Home,Logged Out,GET,200,paid,45,,,,,,,,,
1541008100000,,1284,Home,Logged Out,GET,200,paid,46,,,,,,,,,
1541008101000,,1284,Login,Logged Out,PUT,307,paid,47,,,,,,,,,
1541009354000,,1459,Home,Logged Out,GET,200,paid,149,,,,,,,,,
1541009364000,,1459,Home,Logged Out,GET,200,paid,150,,,,,,,,,
1541009365000,,1459,Login,Logged Out,PUT,307,paid,151,,,,,,,,,
1541011728000,,1460,Home,Logged Out,GET,200,free,0,,,,,,,,,
1541013457000,,1449,Home,Logged Out,GET,200,paid,286,,,,,,,,,
1541013471000,,1449,About,Logged Out,GET,200,paid,287,,,,,,,,,
1541013472000,,1449,Login,Logged Out,PUT,307,paid,288,,,,,,,,,
1541016882000,,1469,Home,Logged Out,GET,200,paid,61,,,,,,,,,
1541016888000,,1469,Home,Logged Out,GET,200,paid,62,,,,,,,,,
1541016926000,,1469,About,Logged Out,GET,200,paid,63,,,,,,,,,
1541016927000,,1469,Login,Logged Out,PUT,307,paid,64,,,,,,,,,
1541017543000,,1400,Home,Logged Out,GET,200,paid,258,,,,,,,,,
1541017544000,,1400,Login,Logged Out,PUT,307,paid,259,,,,,,,,,
1541018974000,,1469,Home,Logged Out,GET,200,paid,72,,,,,,,,,
1541018982000,,1469,About,Logged Out,GET,200,paid,73,,,,,,,,,
1541018983000,,1469,Login,Logged Out,PUT,307,paid,74,,,,,,,,,
1541019983000,,1468,Home,Logged Out,GET,200,paid,103,,,,,,,,,
1541019984000,,1468,Login,Logged Out,PUT,307,paid,104,,,,,,,,,
1541022890000,,1449,Home,Logged Out,GET,200,paid,335,,,,,,,,,
1541023362000,,1454,Home,Logged Out,GET,200,paid,75,,,,,,,,,
1541023465000,,1454,Home,Logged Out,GET,200,paid,76,,,,,,,,,
1541023466000,,1454,Login,Logged Out,PUT,307,paid,77,,,,,,,,,
1541025029000,,1455,Home,Logged Out,GET,200,paid,157,,,,,,,,,
1541025030000,,1455,Login,Logged Out,PUT,307,paid,158,,,,,,,,,
1541030148000,,1438,Home,Logged Out,GET,200,paid,59,,,,,,,,,
1541030193000,,1438,About,Logged Out,GET,200,paid,60,,,,,,,,,
1541030319000,,1469,Home,Logged Out,GET,200,paid,122,,,,,,,,,
1541030320000,,1469,Login,Logged Out,PUT,307,paid,123,,,,,,,,,
1541031933000,,1455,Home,Logged Out,GET,200,paid,190,,,,,,,,,
1541031981000,,1455,Home,Logged Out,GET,200,paid,191,,,,,,,,,
1541031982000,,1455,Login,Logged Out,PUT,307,paid,192,,,,,,,,,
1541036939000,,1462,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1541037513000,,1442,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1541037514000,,1442,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1541039429000,,1491,Home,Logged Out,GET,200,paid,11,,,,,,,,,
1541039495000,,1491,Help,Logged Out,GET,200,paid,12,,,,,,,,,
1541039496000,,1491,Login,Logged Out,PUT,307,paid,13,,,,,,,,,
1541043256000,,1271,Home,Logged Out,GET,200,paid,169,,,,,,,,,
1541043257000,,1271,Login,Logged Out,PUT,307,paid,170,,,,,,,,,
1541045034000,,1477,Home,Logged Out,GET,200,free,16,,,,,,,,,
1541045035000,,1477,Login,Logged Out,PUT,307,free,17,,,,,,,,,
1541047009000,,1455,Home,Logged Out,GET,200,paid,266,,,,,,,,,
1541047010000,,1455,Login,Logged Out,PUT,307,paid,267,,,,,,,,,
1541047034000,,1462,Home,Logged Out,GET,200,paid,48,,,,,,,,,
1541047035000,,1462,Login,Logged Out,PUT,307,paid,49,,,,,,,,,
1541049468000,,1442,Home,Logged Out,GET,200,paid,66,,,,,,,,,
1541049469000,,1442,Login,Logged Out,PUT,307,paid,67,,,,,,,,,
1541049812000,,1294,Home,Logged Out,GET,200,paid,4,,,,,,,,,
1541049813000,,1294,Login,Logged Out,PUT,307,paid,5,,,,,,,,,
1541049912000,,1473,Home,Logged Out,GET,200,paid,100,,,,,,,,,
1541049913000,,1473,Login,Logged Out,PUT,307,paid,101,,,,,,,,,
1541049931000,,1409,Home,Logged Out,GET,200,paid,0,,,,,,,,,
1541049932000,,1409,Login,Logged Out,PUT,307,paid,1,,,,,,,,,
1541050414000,,1409,Home,Logged Out,GET,200,paid,7,,,,,,,,,
1541050415000,,1409,Login,Logged Out,PUT,307,paid,8,,,,,,,,,
1541052668000,,1484,Home,Logged Out,GET,200,paid,5,,,,,,,,,
1541052669000,,1484,Login,Logged Out,PUT,307,paid,6,,,,,,,,,
1541054401000,,1369,Login,Logged Out,PUT,307,paid,0,,,,,,,,,
1541054422000,,1369,Home,Logged Out,GET,200,paid,3,,,,,,,,,
1541054423000,,1369,Login,Logged Out,PUT,307,paid,4,,,,,,,,,
1541057061000,,1442,Home,Logged Out,GET,200,paid,106,,,,,,,,,
1541057062000,,1442,Login,Logged Out,PUT,307,paid,107,,,,,,,,,
